Country Name,Country Code,Series Name,Series Code,2022 [YR2022]
Cambodia,KHM,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.401230634210952
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.528
Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,92.3
Cambodia,KHM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.1
Cambodia,KHM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.23951899821204
Cameroon,CMR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.37962925434113
Cameroon,CMR,Voice and Accountability: Estimate,VA.EST,-1.14725351333618
Cameroon,CMR,Rule of Law: Estimate,RL.EST,-1.03893566131592
Cameroon,CMR,Regulatory Quality: Estimate,RQ.EST,-0.898889482021332
Cameroon,CMR,Government Effectiveness: Estimate,GE.EST,-0.881507813930511
Cameroon,CMR,Control of Corruption: Estimate,CC.EST,-1.12971425056458
Cameroon,CMR,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1.22568648617187
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.443
Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,71
Cameroon,CMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,42.5
Cameroon,CMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.224371272790557
Canada,CAN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.780681550502777
Canada,CAN,Voice and Accountability: Estimate,VA.EST,1.44002974033356
Canada,CAN,Rule of Law: Estimate,RL.EST,1.56462013721466
Canada,CAN,Regulatory Quality: Estimate,RQ.EST,1.67709279060364
Canada,CAN,Government Effectiveness: Estimate,GE.EST,1.56661772727966
Canada,CAN,Control of Corruption: Estimate,CC.EST,1.65857303142548
Canada,CAN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0181173851649857
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.2453658536585
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Canada,CAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.5
Canada,CAN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.984848597698979
Central African Republic,CAF,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.20505237579346
Central African Republic,CAF,Voice and Accountability: Estimate,VA.EST,-1.21400439739227
Central African Republic,CAF,Rule of Law: Estimate,RL.EST,-1.69991219043732
Central African Republic,CAF,Regulatory Quality: Estimate,RQ.EST,-1.47418415546417
Central African Republic,CAF,Government Effectiveness: Estimate,GE.EST,-1.71030342578888
Central African Republic,CAF,Control of Corruption: Estimate,CC.EST,-1.24614667892456
Central African Republic,CAF,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,4.15680231638214
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,18.818
Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,15.7
Central African Republic,CAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,189.1
Central African Republic,CAF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.353076938014794
Chad,TCD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.47040486335754
Chad,TCD,Voice and Accountability: Estimate,VA.EST,-1.47125339508057
Chad,TCD,Rule of Law: Estimate,RL.EST,-1.37356173992157
Chad,TCD,Regulatory Quality: Estimate,RQ.EST,-1.14935708045959
Chad,TCD,Government Effectiveness: Estimate,GE.EST,-1.42367351055145
Chad,TCD,Control of Corruption: Estimate,CC.EST,-1.48853802680969
Chad,TCD,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,4.52883427242283
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.528
Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,11.7
Chad,TCD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,60.3
Chad,TCD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.287180127395272
Chile,CHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.13208432495594
Chile,CHL,Voice and Accountability: Estimate,VA.EST,0.976769387722015
Chile,CHL,Rule of Law: Estimate,RL.EST,0.688454449176788
Chile,CHL,Regulatory Quality: Estimate,RQ.EST,0.978411138057709
Chile,CHL,Government Effectiveness: Estimate,GE.EST,0.546218276023865
Chile,CHL,Control of Corruption: Estimate,CC.EST,0.968124032020569
Chile,CHL,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0137392794196414
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.176
Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Chile,CHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.9
Chile,CHL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0663272956690715
China,CHN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.45127671957016
China,CHN,Voice and Accountability: Estimate,VA.EST,-1.60137104988098
China,CHN,Rule of Law: Estimate,RL.EST,-0.04217629134655
China,CHN,Regulatory Quality: Estimate,RQ.EST,-0.418417632579803
China,CHN,Government Effectiveness: Estimate,GE.EST,0.494212538003922
China,CHN,Control of Corruption: Estimate,CC.EST,0.0160636715590954
China,CHN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0155989585501403
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.202
China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
China,CHN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.8
China,CHN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0768751040062315
Colombia,COL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.62995833158493
Colombia,COL,Voice and Accountability: Estimate,VA.EST,0.168687179684639
Colombia,COL,Rule of Law: Estimate,RL.EST,-0.427760243415833
Colombia,COL,Regulatory Quality: Estimate,RQ.EST,0.140449166297913
Colombia,COL,Government Effectiveness: Estimate,GE.EST,0.01379637978971
Colombia,COL,Control of Corruption: Estimate,CC.EST,-0.362088114023209
Colombia,COL,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.117121688804844
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.508
Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Colombia,COL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.3
Colombia,COL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0474062131266755
Comoros,COM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.226411357522011
Comoros,COM,Voice and Accountability: Estimate,VA.EST,-0.851324260234833
Comoros,COM,Rule of Law: Estimate,RL.EST,-1.3146048784256
Comoros,COM,Regulatory Quality: Estimate,RQ.EST,-1.20053803920746
Comoros,COM,Government Effectiveness: Estimate,GE.EST,-1.68305671215057
Comoros,COM,Control of Corruption: Estimate,CC.EST,-1.24499189853668
Comoros,COM,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.698911900642822
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.481
Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.9
Comoros,COM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,36.8
Comoros,COM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0779200851606592
"Congo, Dem. Rep.",COD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.98448967933655
"Congo, Dem. Rep.",COD,Voice and Accountability: Estimate,VA.EST,-1.19144213199615
"Congo, Dem. Rep.",COD,Rule of Law: Estimate,RL.EST,-1.67178452014923
"Congo, Dem. Rep.",COD,Regulatory Quality: Estimate,RQ.EST,-1.47606945037842
"Congo, Dem. Rep.",COD,Government Effectiveness: Estimate,GE.EST,-1.74667477607727
"Congo, Dem. Rep.",COD,Control of Corruption: Estimate,CC.EST,-1.54492211341858
"Congo, Dem. Rep.",COD,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,2.64369598086613
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.979
"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,21.5
"Congo, Dem. Rep.",COD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,45.8
"Congo, Dem. Rep.",COD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.141624164106109
"Congo, Rep.",COG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0389938205480576
"Congo, Rep.",COG,Voice and Accountability: Estimate,VA.EST,-1.19919466972351
"Congo, Rep.",COG,Rule of Law: Estimate,RL.EST,-1.09034621715546
"Congo, Rep.",COG,Regulatory Quality: Estimate,RQ.EST,-1.26143133640289
"Congo, Rep.",COG,Government Effectiveness: Estimate,GE.EST,-1.37009811401367
"Congo, Rep.",COG,Control of Corruption: Estimate,CC.EST,-1.35977947711945
"Congo, Rep.",COG,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.974435802699557
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65
"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,50.6
"Congo, Rep.",COG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,28.5
"Congo, Rep.",COG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0911334750817882
Costa Rica,CRI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.956596434116364
Costa Rica,CRI,Voice and Accountability: Estimate,VA.EST,1.07340776920319
Costa Rica,CRI,Rule of Law: Estimate,RL.EST,0.435932785272598
Costa Rica,CRI,Regulatory Quality: Estimate,RQ.EST,0.567061722278595
Costa Rica,CRI,Government Effectiveness: Estimate,GE.EST,0.0526026673614979
Costa Rica,CRI,Control of Corruption: Estimate,CC.EST,0.465857774019241
Costa Rica,CRI,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0337546768684571
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.316
Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Costa Rica,CRI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.8
Costa Rica,CRI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0328888486578974
Cote d'Ivoire,CIV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.587266504764557
Cote d'Ivoire,CIV,Voice and Accountability: Estimate,VA.EST,-0.393042325973511
Cote d'Ivoire,CIV,Rule of Law: Estimate,RL.EST,-0.47401824593544
Cote d'Ivoire,CIV,Regulatory Quality: Estimate,RQ.EST,-0.152012959122658
Cote d'Ivoire,CIV,Government Effectiveness: Estimate,GE.EST,-0.333772420883179
Cote d'Ivoire,CIV,Control of Corruption: Estimate,CC.EST,-0.338705569505692
Cote d'Ivoire,CIV,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1.73444779152076
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.562
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,72
Cote d'Ivoire,CIV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,47.9
Cote d'Ivoire,CIV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.148345162142118
Croatia,HRV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.672563254833221
Croatia,HRV,Voice and Accountability: Estimate,VA.EST,0.616291224956512
Croatia,HRV,Rule of Law: Estimate,RL.EST,0.36779710650444
Croatia,HRV,Regulatory Quality: Estimate,RQ.EST,0.502549886703491
Croatia,HRV,Government Effectiveness: Estimate,GE.EST,0.581313610076904
Croatia,HRV,Control of Corruption: Estimate,CC.EST,0.147807404398918
Croatia,HRV,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00682145141078365
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.5756097560976
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Croatia,HRV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.9
Croatia,HRV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.221234290225672
Cyprus,CYP,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.423811227083206
Cyprus,CYP,Voice and Accountability: Estimate,VA.EST,0.850350379943848
Cyprus,CYP,Rule of Law: Estimate,RL.EST,0.570125758647919
Cyprus,CYP,Regulatory Quality: Estimate,RQ.EST,0.773753821849823
Cyprus,CYP,Government Effectiveness: Estimate,GE.EST,0.730335235595703
Cyprus,CYP,Control of Corruption: Estimate,CC.EST,0.421445220708847
Cyprus,CYP,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0714539757753753
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.434
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Cyprus,CYP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.8
Cyprus,CYP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0712226503526443
Czechia,CZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.814114570617676
Czechia,CZE,Voice and Accountability: Estimate,VA.EST,1.04114127159119
Czechia,CZE,Rule of Law: Estimate,RL.EST,1.1003965139389
Czechia,CZE,Regulatory Quality: Estimate,RQ.EST,1.38589835166931
Czechia,CZE,Government Effectiveness: Estimate,GE.EST,1.09341883659363
Czechia,CZE,Control of Corruption: Estimate,CC.EST,0.663074553012848
Czechia,CZE,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00382789266162082
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.9292682926829
Czechia,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Czechia,CZE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.2
Czechia,CZE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.232317146418359
Denmark,DNK,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.86891770362854
Denmark,DNK,Voice and Accountability: Estimate,VA.EST,1.59125435352325
Denmark,DNK,Rule of Law: Estimate,RL.EST,1.8995805978775
Denmark,DNK,Regulatory Quality: Estimate,RQ.EST,1.84312748908997
Denmark,DNK,Government Effectiveness: Estimate,GE.EST,1.9901350736618
Denmark,DNK,Control of Corruption: Estimate,CC.EST,2.40263819694519
Denmark,DNK,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00765621165912904
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.3048780487805
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Denmark,DNK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.1
Denmark,DNK,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.399794207625668
Djibouti,DJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.507386088371277
Djibouti,DJI,Voice and Accountability: Estimate,VA.EST,-1.2912232875824
Djibouti,DJI,Rule of Law: Estimate,RL.EST,-1.10264074802399
Djibouti,DJI,Regulatory Quality: Estimate,RQ.EST,-0.899799406528473
Djibouti,DJI,Government Effectiveness: Estimate,GE.EST,-0.786802113056183
Djibouti,DJI,Control of Corruption: Estimate,CC.EST,-0.793266594409943
Djibouti,DJI,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.411993583373326
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.54
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,65
Djibouti,DJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,45.9
Djibouti,DJI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.00263829966862956
Dominica,DMA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.30801045894623
Dominica,DMA,Voice and Accountability: Estimate,VA.EST,0.796769261360168
Dominica,DMA,Rule of Law: Estimate,RL.EST,0.734180450439453
Dominica,DMA,Regulatory Quality: Estimate,RQ.EST,0.341509431600571
Dominica,DMA,Government Effectiveness: Estimate,GE.EST,-0.0973235219717026
Dominica,DMA,Control of Corruption: Estimate,CC.EST,0.539586186408997
Dominica,DMA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0603409169238953
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.081
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Dominica,DMA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,32.7
Dominica,DMA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0897854128632568
Dominican Republic,DOM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.249287635087967
Dominican Republic,DOM,Voice and Accountability: Estimate,VA.EST,0.313117146492004
Dominican Republic,DOM,Rule of Law: Estimate,RL.EST,-0.0933533534407616
Dominican Republic,DOM,Regulatory Quality: Estimate,RQ.EST,0.0695477873086929
Dominican Republic,DOM,Government Effectiveness: Estimate,GE.EST,-0.0684610605239868
Dominican Republic,DOM,Control of Corruption: Estimate,CC.EST,-0.439807772636414
Dominican Republic,DOM,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.274529851893415
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.211
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.1
Dominican Republic,DOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,29.1
Dominican Republic,DOM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0839837716751194
Ecuador,ECU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.37122431397438
Ecuador,ECU,Voice and Accountability: Estimate,VA.EST,0.0273947101086378
Ecuador,ECU,Rule of Law: Estimate,RL.EST,-0.620780825614929
Ecuador,ECU,Regulatory Quality: Estimate,RQ.EST,-0.45972153544426
Ecuador,ECU,Government Effectiveness: Estimate,GE.EST,-0.309278339147568
Ecuador,ECU,Control of Corruption: Estimate,CC.EST,-0.63026487827301
Ecuador,ECU,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.124700215996894
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.577
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Ecuador,ECU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,11.2
Ecuador,ECU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0546457376857597
"Egypt, Arab Rep.",EGY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.978700578212738
"Egypt, Arab Rep.",EGY,Voice and Accountability: Estimate,VA.EST,-1.45044994354248
"Egypt, Arab Rep.",EGY,Rule of Law: Estimate,RL.EST,-0.26560452580452
"Egypt, Arab Rep.",EGY,Regulatory Quality: Estimate,RQ.EST,-0.713920831680298
"Egypt, Arab Rep.",EGY,Government Effectiveness: Estimate,GE.EST,-0.448231309652328
"Egypt, Arab Rep.",EGY,Control of Corruption: Estimate,CC.EST,-0.678962171077728
"Egypt, Arab Rep.",EGY,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0642133460784413
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.01
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
"Egypt, Arab Rep.",EGY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.7
"Egypt, Arab Rep.",EGY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0275532606837702
El Salvador,SLV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.352474838495255
El Salvador,SLV,Voice and Accountability: Estimate,VA.EST,-0.371244877576828
El Salvador,SLV,Rule of Law: Estimate,RL.EST,-0.742217719554901
El Salvador,SLV,Regulatory Quality: Estimate,RQ.EST,-0.462724059820175
El Salvador,SLV,Government Effectiveness: Estimate,GE.EST,-0.321259051561356
El Salvador,SLV,Control of Corruption: Estimate,CC.EST,-0.642525255680084
El Salvador,SLV,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0687835670636284
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.969
El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
El Salvador,SLV,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.5
El Salvador,SLV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.11480308563944
Equatorial Guinea,GNQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.236288592219353
Equatorial Guinea,GNQ,Voice and Accountability: Estimate,VA.EST,-1.70431566238403
Equatorial Guinea,GNQ,Rule of Law: Estimate,RL.EST,-1.40826785564423
Equatorial Guinea,GNQ,Regulatory Quality: Estimate,RQ.EST,-1.49326610565186
Equatorial Guinea,GNQ,Government Effectiveness: Estimate,GE.EST,-1.29705548286438
Equatorial Guinea,GNQ,Control of Corruption: Estimate,CC.EST,-1.60196936130524
Equatorial Guinea,GNQ,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.768854336942156
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.355
Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,67
Equatorial Guinea,GNQ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,50.9
Equatorial Guinea,GNQ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.0293865692289352
Estonia,EST,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.727880895137787
Estonia,EST,Voice and Accountability: Estimate,VA.EST,1.20195424556732
Estonia,EST,Rule of Law: Estimate,RL.EST,1.42628395557404
Estonia,EST,Regulatory Quality: Estimate,RQ.EST,1.5589644908905
Estonia,EST,Government Effectiveness: Estimate,GE.EST,1.34263217449188
Estonia,EST,Control of Corruption: Estimate,CC.EST,1.54471278190613
Estonia,EST,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00871439724612062
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.8439024390244
Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Estonia,EST,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.7
Estonia,EST,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.524154087957059
Eswatini,SWZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.210463792085648
Eswatini,SWZ,Voice and Accountability: Estimate,VA.EST,-1.22105753421783
Eswatini,SWZ,Rule of Law: Estimate,RL.EST,-0.645428061485291
Eswatini,SWZ,Regulatory Quality: Estimate,RQ.EST,-0.718993604183197
Eswatini,SWZ,Government Effectiveness: Estimate,GE.EST,-0.781404197216034
Eswatini,SWZ,Control of Corruption: Estimate,CC.EST,-0.726303339004517
Eswatini,SWZ,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.316891795502654
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.028
Eswatini,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,82.3
Eswatini,SWZ,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44.6
Eswatini,SWZ,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.145210871618002
Ethiopia,ETH,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.07060623168945
Ethiopia,ETH,Voice and Accountability: Estimate,VA.EST,-1.04841494560242
Ethiopia,ETH,Rule of Law: Estimate,RL.EST,-0.635894060134888
Ethiopia,ETH,Regulatory Quality: Estimate,RQ.EST,-0.94841742515564
Ethiopia,ETH,Government Effectiveness: Estimate,GE.EST,-0.791824162006378
Ethiopia,ETH,Control of Corruption: Estimate,CC.EST,-0.433258950710297
Ethiopia,ETH,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.860779480365355
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.897
Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,55.4
Ethiopia,ETH,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37
Ethiopia,ETH,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.130797665260879
Fiji,FJI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.748508632183075
Fiji,FJI,Voice and Accountability: Estimate,VA.EST,-0.143952786922455
Fiji,FJI,Rule of Law: Estimate,RL.EST,0.325316250324249
Fiji,FJI,Regulatory Quality: Estimate,RQ.EST,-0.0602172017097473
Fiji,FJI,Government Effectiveness: Estimate,GE.EST,0.593959331512451
Fiji,FJI,Control of Corruption: Estimate,CC.EST,0.388872087001801
Fiji,FJI,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0688989382037911
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.148
Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,92
Fiji,FJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,23.5
Fiji,FJI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.083530739964891
Finland,FIN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.894830107688904
Finland,FIN,Voice and Accountability: Estimate,VA.EST,1.60676980018616
Finland,FIN,Rule of Law: Estimate,RL.EST,1.95789980888367
Finland,FIN,Regulatory Quality: Estimate,RQ.EST,1.77915287017822
Finland,FIN,Government Effectiveness: Estimate,GE.EST,1.75458240509033
Finland,FIN,Control of Corruption: Estimate,CC.EST,2.24686503410339
Finland,FIN,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.00987577775573623
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.1878048780488
Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1.8
Finland,FIN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.403340037069127
France,FRA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.393339216709137
France,FRA,Voice and Accountability: Estimate,VA.EST,1.11015677452087
France,FRA,Rule of Law: Estimate,RL.EST,1.18058335781097
France,FRA,Regulatory Quality: Estimate,RQ.EST,1.1889523267746
France,FRA,Government Effectiveness: Estimate,GE.EST,1.16521215438843
France,FRA,Control of Corruption: Estimate,CC.EST,1.25943613052368
France,FRA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,0.0128311716731536
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.1292682926829
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.4
France,FRA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.249182229316573
